t1,trgt,side,pt,sl
2011-08-08 17:45:57.577,0.009632407386104654,-1.0,1,2
2011-08-08 17:39:49.121,0.009540496067114271,-1.0,1,2
2011-08-08 17:39:49.121,0.009474492587291187,-1.0,1,2
2011-08-08 17:45:57.577,0.009525407184555378,-1.0,1,2
2011-08-08 17:39:49.121,0.009477097483600807,-1.0,1,2
2011-08-08 16:21:01.283,0.009309886200878987,-1.0,1,2
2011-08-08 16:21:01.283,0.009125531780110769,-1.0,1,2
2011-08-08 16:21:01.283,0.008945364653625446,-1.0,1,2
2011-08-08 16:21:01.283,0.008774877300176684,-1.0,1,2
2011-08-08 16:21:01.283,0.008629374247669325,-1.0,1,2
2011-08-08 17:14:24.152,0.008522177846933076,-1.0,1,2
2011-08-08 17:39:49.121,0.00847844658896359,-1.0,1,2
2011-08-08 17:39:49.121,0.008395112150817313,-1.0,1,2
2011-08-08 17:39:49.121,0.008338413543820124,-1.0,1,2
2011-08-08 17:45:57.577,0.008189459646353278,1.0,1,2
2011-08-08 18:00:32.662,0.00809814353500822,1.0,1,2
2011-08-08 18:00:32.662,0.008039254427717881,1.0,1,2
2011-08-08 18:16:37.224,0.00815131901529526,1.0,1,2
2011-08-08 18:16:37.224,0.008217701138691908,1.0,1,2
2011-08-08 18:16:37.224,0.008207375252798937,1.0,1,2
2011-08-08 17:39:49.121,0.00813822652090615,-1.0,1,2
2011-08-08 18:00:32.662,0.008276815128672382,-1.0,1,2
2011-08-08 18:00:32.662,0.008326632858583018,-1.0,1,2
2011-08-08 17:45:57.577,0.00830090241243665,-1.0,1,2
2011-08-08 18:16:37.224,0.00855551649301687,-1.0,1,2
2011-08-08 18:24:17.766,0.008917866144132735,-1.0,1,2
2011-08-08 18:24:17.766,0.009201433168172526,-1.0,1,2
2011-08-08 18:24:17.766,0.009385543116107562,-1.0,1,2
2011-08-08 18:24:17.766,0.009850425681207196,-1.0,1,2
2011-08-08 18:24:17.766,0.009919654645464626,-1.0,1,2
2011-08-08 18:24:17.766,0.01007442431357931,-1.0,1,2
2011-08-08 18:25:54.645,0.0106127584241555,-1.0,1,2
2011-08-08 18:25:54.645,0.011039165171605754,-1.0,1,2
2011-08-08 23:56:13.676,0.011846372331519018,-1.0,1,2
2011-08-08 19:19:30.746,0.012935419811853125,-1.0,1,2
2011-08-08 23:56:13.676,0.013424096966612408,-1.0,1,2
2011-08-08 23:56:13.676,0.013669344678263473,-1.0,1,2
2011-08-08 20:00:01.628,0.013613370991014196,-1.0,1,2
2011-08-08 20:04:13.187,0.013652848457162614,-1.0,1,2
2011-08-08 20:04:13.187,0.013719348203678657,-1.0,1,2
2011-08-08 20:04:13.187,0.013766166612357375,-1.0,1,2
2011-08-08 23:56:13.676,0.013821469168772046,-1.0,1,2
2011-08-08 19:58:40.968,0.01365215393720444,-1.0,1,2
2011-08-08 19:58:40.968,0.013469765110601318,-1.0,1,2
2011-08-08 19:45:01.392,0.013204620467745298,-1.0,1,2
2011-08-08 19:34:03.784,0.012950743074063407,-1.0,1,2
2011-08-08 19:45:01.392,0.012694277977969279,-1.0,1,2
2011-08-08 19:50:26.422,0.01251468660003222,-1.0,1,2
2011-08-08 20:04:13.187,0.012453518934183734,-1.0,1,2
2011-08-09 01:35:31.563,0.01237336643946518,1.0,1,2
2011-08-09 01:35:31.563,0.0124126114940066,1.0,1,2
2011-08-09 01:35:31.563,0.01261100912395135,1.0,1,2
2011-08-09 02:17:13.388,0.012840382006306172,1.0,1,2
2011-08-09 01:35:31.563,0.012851786745276709,1.0,1,2
2011-08-09 02:17:13.388,0.012937915938100772,1.0,1,2
2011-08-09 02:17:13.388,0.013131712999857211,1.0,1,2
2011-08-09 02:17:13.388,0.013271608913019477,1.0,1,2
2011-08-09 01:35:31.563,0.013413709190835716,-1.0,1,2
2011-08-09 01:35:31.563,0.013547594508385809,-1.0,1,2
2011-08-09 01:35:31.563,0.013868586837690771,-1.0,1,2
2011-08-09 01:35:31.563,0.013971750747113735,-1.0,1,2
2011-08-09 01:35:31.563,0.014127837845851058,-1.0,1,2
2011-08-09 02:17:13.388,0.013900635513084516,-1.0,1,2
2011-08-09 07:01:51.362,0.014250644749617023,-1.0,1,2
2011-08-09 06:31:25.659,0.015427503906225767,-1.0,1,2
2011-08-09 07:01:51.362,0.015653004744636313,-1.0,1,2
2011-08-09 07:11:29.812,0.015367769975348475,-1.0,1,2
2011-08-09 09:29:24.817,0.015318993358500878,-1.0,1,2
2011-08-09 08:32:57.986,0.015275853964398926,-1.0,1,2
2011-08-09 08:01:17.116,0.015619892531206337,-1.0,1,2
2011-08-09 08:01:17.116,0.015621813988884554,-1.0,1,2
2011-08-09 08:32:57.986,0.015356135116212873,-1.0,1,2
2011-08-09 08:32:57.986,0.015052391095276074,-1.0,1,2
2011-08-09 14:34:00.941,0.014873432214049586,-1.0,1,2
2011-08-09 14:34:00.941,0.014587823668633924,-1.0,1,2
2011-08-09 14:00:59.696,0.014448270092986413,-1.0,1,2
2011-08-09 14:34:00.941,0.01417559452419464,-1.0,1,2
2011-08-09 10:05:33.346,0.01411819045874761,1.0,1,2
2011-08-09 11:20:23.832,0.013863293049481093,1.0,1,2
2011-08-09 14:03:11.869,0.013909374092379124,1.0,1,2
2011-08-09 16:08:56.313,0.014042214448361134,1.0,1,2
2011-08-09 14:03:11.869,0.013866658554288492,1.0,1,2
2011-08-09 16:08:56.313,0.013945973730121537,1.0,1,2
2011-08-09 14:34:00.941,0.013920699145561906,1.0,1,2
2011-08-09 14:06:59.496,0.013870982203663737,1.0,1,2
2011-08-09 18:45:10.978,0.014228704913446726,1.0,1,2
2011-08-09 18:45:10.978,0.014780683972734314,1.0,1,2
2011-08-09 15:59:20.446,0.014771664553578435,1.0,1,2
2011-08-09 19:45:43.915,0.01468545892405911,1.0,1,2
2011-08-09 14:34:00.941,0.0144172556878685,1.0,1,2
2011-08-09 14:00:59.696,0.014135319565612516,1.0,1,2
2011-08-09 14:00:59.696,0.013856250353040504,1.0,1,2
2011-08-09 14:06:59.496,0.013687122269262705,1.0,1,2
2011-08-09 14:06:59.496,0.013577064626161239,1.0,1,2
2011-08-09 14:34:00.941,0.01352067755932589,1.0,1,2
2011-08-09 18:45:10.978,0.013544851612107188,1.0,1,2
2011-08-09 18:41:22.068,0.013664391709556589,1.0,1,2
2011-08-09 18:41:22.068,0.013799032851196498,1.0,1,2
2011-08-09 18:41:22.068,0.01417203270848412,1.0,1,2
2011-08-09 18:41:22.068,0.014280316482739103,1.0,1,2
2011-08-09 18:41:22.068,0.014505603042231842,1.0,1,2
2011-08-09 18:41:22.068,0.014856262485949484,1.0,1,2
2011-08-09 18:41:22.068,0.015374347115548328,1.0,1,2
2011-08-09 18:41:22.068,0.016127952529539656,1.0,1,2
2011-08-09 18:41:22.068,0.0172400649852802,1.0,1,2
2011-08-09 18:45:10.978,0.017950322660242907,1.0,1,2
2011-08-09 18:45:10.978,0.018594366339403378,1.0,1,2
2011-08-09 18:45:10.978,0.018804931016899267,1.0,1,2
2011-08-09 19:58:05.328,0.018920881366336482,1.0,1,2
2011-08-09 19:58:05.328,0.018770654252062258,1.0,1,2
2011-08-09 19:56:18.275,0.01845222323421467,1.0,1,2
2011-08-09 19:58:05.328,0.018244384972721957,1.0,1,2
2011-08-09 18:45:10.978,0.01820163585274836,1.0,1,2
2011-08-09 18:45:10.978,0.018232137059880422,1.0,1,2
2011-08-09 18:45:10.978,0.018206906764221636,1.0,1,2
2011-08-09 18:41:22.068,0.018174496126911025,1.0,1,2
2011-08-09 18:41:22.068,0.018280793193783174,1.0,1,2
2011-08-09 18:41:22.068,0.018603151970614993,1.0,1,2
2011-08-09 18:45:10.978,0.018783039346794067,1.0,1,2
2011-08-09 18:45:10.978,0.018669684794639166,1.0,1,2
2011-08-09 18:45:10.978,0.018526853920451496,1.0,1,2
2011-08-09 19:58:05.328,0.018477292334167846,1.0,1,2
2011-08-09 19:56:18.275,0.01845989706086576,1.0,1,2
2011-08-09 19:56:18.275,0.018440581639499232,1.0,1,2
